~from,~id,association_type:String,data_source:String,source:String,~to,~label
SNTA1,gene_disease_7957,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
CAV3,gene_disease_7958,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
ANK2,gene_disease_7959,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
KCNE1,gene_disease_7960,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
GJA5,gene_disease_7961,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
KCNJ3,gene_disease_7962,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
KCNJ5,gene_disease_7963,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
MYL4,gene_disease_7964,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
NKX2-5,gene_disease_7965,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
ABCC9,gene_disease_7966,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
NKX2-6,gene_disease_7967,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
NPPA,gene_disease_7968,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
SCN3B,gene_disease_7969,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
KCNE2,gene_disease_7970,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
GATA4,gene_disease_7971,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
GATA6,gene_disease_7972,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
PITX2,gene_disease_7973,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
SCN2B,gene_disease_7974,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
GATA5,gene_disease_7975,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
KCNJ2,gene_disease_7976,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
KCNQ1,gene_disease_7977,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
SCN1B,gene_disease_7978,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
SCN5A,gene_disease_7979,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
SCN4B,gene_disease_7980,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
KCNA5,gene_disease_7981,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
TTN,gene_disease_7982,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
NUP155,gene_disease_7983,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:334,GeneToDiseaseAssociation
GMPPB,gene_disease_7984,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370968,GeneToDiseaseAssociation
FKRP,gene_disease_7985,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370968,GeneToDiseaseAssociation
POMT2,gene_disease_7986,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370968,GeneToDiseaseAssociation
LARGE1,gene_disease_7987,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370968,GeneToDiseaseAssociation
POMT1,gene_disease_7988,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370968,GeneToDiseaseAssociation
ASAH1,gene_disease_7989,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:333,GeneToDiseaseAssociation
KIF1A,gene_disease_7990,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101010,GeneToDiseaseAssociation
RERE,gene_disease_7991,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:494344,GeneToDiseaseAssociation
REEP1,gene_disease_7992,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101011,GeneToDiseaseAssociation
DNAJC5,gene_disease_7993,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228343,GeneToDiseaseAssociation
F12,gene_disease_7994,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:330,GeneToDiseaseAssociation
CDC73,gene_disease_7995,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99880,GeneToDiseaseAssociation
HERC1,gene_disease_7996,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:457359,GeneToDiseaseAssociation
CPOX,gene_disease_7997,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:659672,GeneToDiseaseAssociation
AFG2A,gene_disease_7998,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:457351,GeneToDiseaseAssociation
F11,gene_disease_7999,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:329,GeneToDiseaseAssociation
CLN3,gene_disease_8000,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228346,GeneToDiseaseAssociation
MEN1,gene_disease_8001,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99879,GeneToDiseaseAssociation
GCM2,gene_disease_8002,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99879,GeneToDiseaseAssociation
CDC73,gene_disease_8003,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99879,GeneToDiseaseAssociation
F10,gene_disease_8004,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:328,GeneToDiseaseAssociation
TPP1,gene_disease_8005,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228349,GeneToDiseaseAssociation
F2,gene_disease_8006,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:325,GeneToDiseaseAssociation
GLA,gene_disease_8007,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:324,GeneToDiseaseAssociation
F7,gene_disease_8008,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:327,GeneToDiseaseAssociation
MCM9,gene_disease_8009,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:444048,GeneToDiseaseAssociation
F5,gene_disease_8010,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:326,GeneToDiseaseAssociation
DSTYK,gene_disease_8011,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101003,GeneToDiseaseAssociation
EXT1,gene_disease_8012,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:321,GeneToDiseaseAssociation
EXT2,gene_disease_8013,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:321,GeneToDiseaseAssociation
HSD11B2,gene_disease_8014,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:320,GeneToDiseaseAssociation
PTS,gene_disease_8015,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:13,GeneToDiseaseAssociation
MTTP,gene_disease_8016,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:14,GeneToDiseaseAssociation
B4GALNT1,gene_disease_8017,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101006,GeneToDiseaseAssociation
ELN,gene_disease_8018,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3193,GeneToDiseaseAssociation
FGFR3,gene_disease_8019,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:15,GeneToDiseaseAssociation
SPART,gene_disease_8020,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101000,GeneToDiseaseAssociation
CLN8,gene_disease_8021,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228354,GeneToDiseaseAssociation
SPG21,gene_disease_8022,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101001,GeneToDiseaseAssociation
GLRB,gene_disease_8023,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3197,GeneToDiseaseAssociation
GLRA1,gene_disease_8024,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3197,GeneToDiseaseAssociation
GPHN,gene_disease_8025,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3197,GeneToDiseaseAssociation
ATAD1,gene_disease_8026,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3197,GeneToDiseaseAssociation
SLC6A5,gene_disease_8027,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3197,GeneToDiseaseAssociation
OPN1MW,gene_disease_8028,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:16,GeneToDiseaseAssociation
OPN1LW,gene_disease_8029,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:16,GeneToDiseaseAssociation
DDHD1,gene_disease_8030,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101008,GeneToDiseaseAssociation
SUCLG1,gene_disease_8031,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:17,GeneToDiseaseAssociation
IDH2,gene_disease_8032,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251598,GeneToDiseaseAssociation
FKRP,gene_disease_8033,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370980,GeneToDiseaseAssociation
FKTN,gene_disease_8034,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370980,GeneToDiseaseAssociation
CRPPA,gene_disease_8035,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370980,GeneToDiseaseAssociation
POMT1,gene_disease_8036,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370980,GeneToDiseaseAssociation
GJA1,gene_disease_8037,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:317,GeneToDiseaseAssociation
GJB3,gene_disease_8038,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:317,GeneToDiseaseAssociation
KDSR,gene_disease_8039,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:317,GeneToDiseaseAssociation
GJB4,gene_disease_8040,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:317,GeneToDiseaseAssociation
EWSR1,gene_disease_8041,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:319,GeneToDiseaseAssociation
ERG,gene_disease_8042,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:319,GeneToDiseaseAssociation
ETV1,gene_disease_8043,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:319,GeneToDiseaseAssociation
ETV4,gene_disease_8044,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:319,GeneToDiseaseAssociation
FLI1,gene_disease_8045,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:319,GeneToDiseaseAssociation
ASPRV1,gene_disease_8046,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
ALOX12B,gene_disease_8047,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
CYP4F22,gene_disease_8048,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
SULT2B1,gene_disease_8049,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
ABCA12,gene_disease_8050,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
LIPN,gene_disease_8051,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
ALOXE3,gene_disease_8052,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
NIPAL4,gene_disease_8053,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
SDR9C7,gene_disease_8054,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
TGM1,gene_disease_8055,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:313,GeneToDiseaseAssociation
TRPM4,gene_disease_8056,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:316,GeneToDiseaseAssociation
LORICRIN,gene_disease_8057,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:316,GeneToDiseaseAssociation
KRT83,gene_disease_8058,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:316,GeneToDiseaseAssociation
KDSR,gene_disease_8059,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:316,GeneToDiseaseAssociation
ABCD4,gene_disease_8060,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:369955,GeneToDiseaseAssociation
MTX2,gene_disease_8061,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:647667,GeneToDiseaseAssociation
SDHB,gene_disease_8062,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97286,GeneToDiseaseAssociation
SDHC,gene_disease_8063,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97286,GeneToDiseaseAssociation
SDHD,gene_disease_8064,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97286,GeneToDiseaseAssociation
SLC12A2,gene_disease_8065,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:633024,GeneToDiseaseAssociation
SLC33A1,gene_disease_8066,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:171863,GeneToDiseaseAssociation
SLC12A2,gene_disease_8067,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:633021,GeneToDiseaseAssociation
CD320,gene_disease_8068,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280183,GeneToDiseaseAssociation
HOXD10,gene_disease_8069,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:295203,GeneToDiseaseAssociation
HOXD10,gene_disease_8070,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:295201,GeneToDiseaseAssociation
CPE,gene_disease_8071,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:633028,GeneToDiseaseAssociation
IDH2,gene_disease_8072,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251589,GeneToDiseaseAssociation
KCNE1,gene_disease_8073,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90647,GeneToDiseaseAssociation
KCNQ1,gene_disease_8074,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90647,GeneToDiseaseAssociation
MIR140,gene_disease_8075,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:623695,GeneToDiseaseAssociation
MEN1,gene_disease_8076,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97279,GeneToDiseaseAssociation
YY1,gene_disease_8077,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97279,GeneToDiseaseAssociation
PPT1,gene_disease_8078,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228329,GeneToDiseaseAssociation
POU3F4,gene_disease_8079,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
TFB1M,gene_disease_8080,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
MT-ND4,gene_disease_8081,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
MT-RNR1,gene_disease_8082,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
MT-TS1,gene_disease_8083,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
MT-CO1,gene_disease_8084,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
TRMU,gene_disease_8085,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
MT-TH,gene_disease_8086,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90641,GeneToDiseaseAssociation
ABCD1,gene_disease_8087,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:369942,GeneToDiseaseAssociation
BCAP31,gene_disease_8088,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:369942,GeneToDiseaseAssociation
GMPPB,gene_disease_8089,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370959,GeneToDiseaseAssociation
FKRP,gene_disease_8090,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370959,GeneToDiseaseAssociation
POMT2,gene_disease_8091,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370959,GeneToDiseaseAssociation
POMK,gene_disease_8092,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370959,GeneToDiseaseAssociation
POMGNT1,gene_disease_8093,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370959,GeneToDiseaseAssociation
POMT1,gene_disease_8094,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370959,GeneToDiseaseAssociation
ARX,gene_disease_8095,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:3175,GeneToDiseaseAssociation
SCNN1G,gene_disease_8096,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:171876,GeneToDiseaseAssociation
SCNN1A,gene_disease_8097,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:171876,GeneToDiseaseAssociation
SCNN1B,gene_disease_8098,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:171876,GeneToDiseaseAssociation
CDSN,gene_disease_8099,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:263553,GeneToDiseaseAssociation
SHROOM4,gene_disease_8100,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:85288,GeneToDiseaseAssociation
NR3C2,gene_disease_8101,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:171871,GeneToDiseaseAssociation
DLL1,gene_disease_8102,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
FGF8,gene_disease_8103,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
SIX3,gene_disease_8104,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
TGIF1,gene_disease_8105,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
NODAL,gene_disease_8106,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
SHH,gene_disease_8107,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
ZIC2,gene_disease_8108,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
STIL,gene_disease_8109,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
GAS1,gene_disease_8110,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
DISP1,gene_disease_8111,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
GLI2,gene_disease_8112,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
FOXH1,gene_disease_8113,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
CRIPTO,gene_disease_8114,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
PTCH1,gene_disease_8115,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
CDON,gene_disease_8116,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280195,GeneToDiseaseAssociation
HSD17B10,gene_disease_8117,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:85295,GeneToDiseaseAssociation
FGFR1,gene_disease_8118,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
SEPTIN14,gene_disease_8119,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
TP53,gene_disease_8120,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
EGFR,gene_disease_8121,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
FGFR3,gene_disease_8122,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
LZTR1,gene_disease_8123,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
IDH1,gene_disease_8124,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
PPARG,gene_disease_8125,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
MGMT,gene_disease_8126,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
NFKBIA,gene_disease_8127,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
TACC1,gene_disease_8128,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
ROS1,gene_disease_8129,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
TACC3,gene_disease_8130,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:251579,GeneToDiseaseAssociation
MYO1C,gene_disease_8131,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90635,GeneToDiseaseAssociation
MYH9,gene_disease_8132,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90635,GeneToDiseaseAssociation
MYO7A,gene_disease_8133,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90635,GeneToDiseaseAssociation
